Description,Label
"In the semiconductor device image, a small defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"This image of an aluminum sheet reveals distinct defects including a marker stain, pin hole, and scratch. The surface exhibits evidence of a marking residue, a small puncture mark, and a visible abrasion.",CRITICAL
"This image displays an aluminum sheet revealing distinct defects: a marker stain and a pin hole. The marker stain appears as a dark, irregular mark on the surface, while the pin hole is a tiny, visible void in the material.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"2. In this visual assessment of welded steel pipe joints, the presence of air-holes, characterized by small cavities either on the surface or within the metal tube, is evident. These imperfections are commonly a result of gas entrapment during the production process and can lead to a reduction in the material's strength.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a small defect is located in the center-left part of the image, spanning from .",CRITICAL
"1. The image of checking the weld on the steel pipe reveals imperfections such as air-holes, which are tiny cavities found on or within the tube. Generally, air-holes are a result of gas being trapped while the steel is being made. Such flaws have the potential to weaken the material.",CRITICAL
"1. The inspection image of the welded steel pipe displays flaws, such as air-holes. Air-holes are tiny cavities found on the exterior or within the steel tube, often originating from gas entrapment in the manufacturing phase. Such imperfections have the potential to weaken the material's integrity.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"2. In this image capturing the inspection of the weld on the steel pipe, one can observe imperfections like air-holes. Air-holes, characterized by small openings on the surface or inside the steel tube, are commonly formed due to gas being trapped during production. These imperfections have the potential to weaken the material.",CRITICAL
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. The surface shows irregular wave-like depressions from multiple impacts or lateral pressure.",CRITICAL
"In the aircraft industry, the skin of an aircraft is the outer surface that covers much of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamic efficiency of the aircraft. The skin can be made of various materials such as aluminum, composites, or titanium.

One common defect found in the skin of an aircraft is the missing head, which refers to the absence of a fastener or bolt head. This defect can be identified by the noticeable hole where the fastener should be, with the surrounding surface appearing smooth and undamaged despite the missing screw.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"3. An inspection image of the steel pipe weld shows the presence of defects, most notably cracks. These linear imperfections can be found either on the surface or inside the material, and are typically a consequence of stress concentration or residual stress that occurs during the cooling process.",CRITICAL
"5. In the context of this steel pipe weld inspection image, defects such as air-holes are visible. Air-holes, referring to minute openings present on the surface or inside the steel tube, are commonly formed as a result of gas entrapment during",CRITICAL
"Aircraft industry's manufacturing, skin of an aircraft. Crack: a crack is a visible break or fracture on the surface. The small crack on the skin may result from external forces or stress, leading to minor structural damage.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers much of its wings and fuselage, providing aerodynamic smoothness and structural integrity. Missing Head: the absence of a fastener or bolt head, leading to potential structural vulnerabilities and compromised safety.Adjacent to the gap in the joint of the sheet metal structure, the missing or loose screw may result in insecure fastening and potential disassembly risks.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers much of its wings and fuselage. It serves as a protective layer for the internal components of the aircraft. 

Defect: Missing Head - the absence of a fastener or bolt head near the seams of the aircraft skin, resulting in visible holes where the fastener should be securely attached.",CRITICAL
"2. In this image depicting the inspection of a welded steel pipe, faults like cracks are evident. Cracks, which are linear flaws that can occur on the surface or internally within the material, are frequently the consequence of stress concentration or residual stress that develops during the cooling process.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"Aircraft industry's aircraft skin. Crack: A crack is a visible break or fracture on the surface. Severe crack causing a large hole penetrating the skin, exposing internal structure.",CRITICAL
"3. Shown in the inspection image of the welded steel pipe are defects, among which cracks are discernible. Cracks, linear imperfections that can manifest on the material's surface or internally, are often a result of stress concentration or residual stress encountered during the cooling phase.",CRITICAL
"This aluminum processing industry picture shows an aluminum profile containing a dirt defect caused by improper manufacturing or material issues. The dirt defect appears as dark spots or particles embedded on the surface of the aluminum profile, affecting its overall quality and appearance.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the aircraft industry, the skin of an aircraft is the outer surface that covers much of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamics of the aircraft. However, a common defect found in the skin of an aircraft is the missing head, which refers to the absence of a fastener or bolt head. This can be identified by the noticeable hole where the screw should be, with the surrounding surface appearing smooth and undamaged despite the missing fastener.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"Aircraft industry's manufacturing, skin of an aircraft. Crack: A crack is a visible break or fracture on the surface. Peeling off reveals a raised split.",CRITICAL
"1. The inspection image of the steel pipe weld reveals the presence of defects such as cracks, which are linear imperfections found either on the surface or inside the material. These cracks typically form due to stress concentration or residual stress accumulating during the cooling phase.",CRITICAL
"Aircraft industry: manufacturing, skin of an aircraft. Defect: The vulnerable connection point on the metal skin has cracked along the screw seam, creating a visible break or fracture on the surface.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"3. Seen in the inspection image of the steel pipe weld are discernible defects, particularly cracks. These linear imperfections may appear on the surface or within the material, often emerging due to stress concentration or residual stress arising from the cooling process.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a small defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"Solar panels are susceptible to multiple instances of cracking and chipping, which can lead to significant impairments in their energy generation capabilities. Defects such as cracks and chips are commonly found on the surface of solar panels, impacting their efficiency and overall performance.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that extensively wraps around its wings and fuselage. The missing head defect occurs when a fastener or bolt head is absent, leaving a noticeable void near the riveted seams of the metal skin.",CRITICAL
"This image features a close-up view of a gear from a machinery system. The defect observed in this gear is located on the bottom surface of one of the teeth and is characterized by the presence of an oxidation layer. The oxidation layer appears as a darkened, discolored area on the tooth's bottom surface, indicating potential corrosion or wear. This type of defect can impact the gear's performance and longevity, highlighting the importance of timely maintenance and inspection routines.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"2. Within this steel pipe weld inspection image, defects, such as cracks, are observable. Cracks, characterized as linear imperfections found either externally or internally, are commonly attributed to stress concentration or residual stress that emerges during the cooling process.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamics of the aircraft. However, a missing head in the fasteners or bolts near the seams can lead to visible holes and compromise the structural integrity of the aircraft.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"Solar panel defect: A cracked, misaligned spider web-like pattern is visible on the surface, indicating a significant impact or stress that has caused the panel to fracture.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"2. On display in this image of a steel pipe weld inspection are flaws such as air-hole, which are characterized by small openings on the surface or inside the steel tube. These openings are typically a result of gas getting trapped during the manufacturing process, leading to a reduction in the material's strength.",CRITICAL
"4. This image depicting the inspection of a weld on a steel pipe showcases defects like air-holes, which are small openings observed on the surface or within the steel tube. These imperfections are commonly formed due to the entrapment of gas during the manufacturing process, ultimately compromising the material's strength.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-center part of the image, spanning from .",CRITICAL
"4. Within the steel pipe weld inspection image, one can observe defects such as air-holes. These air-holes, characterized by small openings either on the surface or within the steel tube, are typically a byproduct of gas becoming trapped during the manufacturing process. These defects have the potential to diminish the strength of the material.",CRITICAL
"In the semiconductor device image, a small defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"Structural Steel Automotive Mechanical Manufacturing. Oil Staining refers to the presence of uneven oil residue on the surface, typically appearing as spots or streaks. Hot-rolled steel strip may exhibit Wipecracks with oil stains on top.",CRITICAL
"In the semiconductor device image, a large defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"This image displays an aluminum sheet exhibiting the defects of pin holes scattered across its surface and a noticeable scratch running along one edge. The pin holes appear as small punctures, while the scratch is clearly visible, indicating potential surface damage.",CRITICAL
"3. This inspection image of a welded steel pipe reveals the presence of defects, one of which is cracks. These linear flaws can manifest either on the surface or within the material, often originating from stress concentration or residual stress experienced during the cooling process.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"Aircraft industry's manufacturing, skin of an aircraft. Crack: A crack is a visible break or fracture on the surface, typically caused by structural stress or impact damage. Moderate defect with an open hole from cracking.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-center part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"Tiles: Tiles are flat, thin pieces of baked clay, ceramic, or stone used for covering roofs, floors, walls, or other objects. One common defect in tiles is crazing, which manifests as a network of fine cracks on the surface, affecting the aesthetic appeal and structural integrity of the tile.",CRITICAL
"Solar panels are susceptible to multiple instances of cracking and chipping, which can significantly impact their performance and efficiency. Defects such as these can compromise the structural integrity of the panels and reduce their overall lifespan, leading to decreased energy production and potential safety hazards.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"This image illustrates a piece of aluminum sheet exhibiting the defects of a marker stain and a pin hole. The marker stain appears as a dark, discolored mark on the surface, while the pin hole is a small, visible void in the material.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"2. Revealed in the steel pipe weld inspection image are defects, with cracks being one of the identified issues. These linear flaws can be located either on the surface or within the material, often originating from stress concentration or residual stress experienced during cooling.",CRITICAL
"The image presented here displays a polycrystalline solar cell within the solar cell sector, showcasing a flawless structure devoid of any defects.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the top-right part of the image, spanning from .",CRITICAL
"3. In this image depicting the inspection of a steel pipe weld, visible defects include cracks. These linear irregularities can manifest on the surface or within the material, often triggered by stress concentration or residual stresses experienced during cooling.",CRITICAL
"4. Defects, including air holes, are visible in the inspection image of this welded steel pipe. Air holes, which are small perforations observed either on the surface or within the steel tube, are typically formed due to gas being trapped during the manufacturing process. These imperfections can lead to a reduction in the strength of the material.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the top-center part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-right part of the image, spanning from .",CRITICAL
"Soft OLED Panel. Grain Non-uniformity. Inconsistencies in particle distribution result in a distinct irregular dark area on the panel, indicating uneven color and brightness variations. Irregularly shaped grains create a noticeable patch with deep coloration, affecting overall display quality.",CRITICAL
"In the semiconductor device image, a small defect is located in the center of the image, spanning from .",CRITICAL
"1. The image displayed here for steel pipe weld inspection depicts flaws such as broken-arc, which arises when the welding arc is unexpectedly cut off, causing interruptions in the weld and compromising the strength of the joint.",CRITICAL
"1. The photo of the steel pipe weld inspection reveals the presence of air-holes, which are tiny openings found on or within the steel tube. Typically originating from gas entrapment during manufacturing, air-holes have the potential to compromise the material's structural integrity.",CRITICAL
"In the semiconductor device image, a small defect is located in the center of the image, spanning from .",CRITICAL
"2. Within the inspection image of this steel pipe weld, one can spot defects such as cracks, which are linear imperfections that can be found on the surface or inside the material. These cracks are frequently induced by stress concentration or residual stress from the cooling phase.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a small defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-left part of the image, spanning from .",CRITICAL
"Aircraft industry's manufacturing, skin of an aircraft. Crack: A crack is a visible break or fracture on the surface. Multiple interconnected cracks may deepen into holes.",CRITICAL
"This baijiu industry (distilled spirits) picture displays a cap with noticeable ""misaligned tamper-evident band"" defects. The image also reveals a cap suffering from ""uneven crimping"" issues, affecting its overall seal quality.",CRITICAL
"Tiles. Tiles are thin objects usually square or rectangular in shape that are used to cover surfaces such as floors, walls, or roofs. A common issue with tiles is chipping, where small pieces of the tile break off, leaving an uneven surface that may affect the overall appearance and functionality of the tiling.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the top-center part of the image, spanning from .",CRITICAL
"3. Within this image capturing the inspection of the weld on the steel pipe, one can observe the existence of defects, particularly cracks. These cracks, which manifest as linear imperfections either on the surface or within the material, often stem from stress concentration or residual stress that develops during the cooling stage.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the top-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center-right part of the image, spanning from .",CRITICAL
"4. The inspection image of the welded steel pipe displays defects like cracks, which are linear imperfections that can be found on the surface or inside the material. These defects are frequently a result of stress concentration or residual stress that occurs during the cooling process.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
Structural Steel Automotive Mechanical Manufacturing. Pitted Surface refers to small and scattered patch-like pits on the surface. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits large rough dark corrosion defects.,CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"Wall Interior Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed due to the attachment of dust, grease stains, or other dark substances. Stains may have streaks running downwards.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"Aircraft industry's manufacturing, skin of an aircraft. Crack: A crack is a visible break or fracture on the surface. The fragile connection point of the sheet metal has cracked at the screw joint.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"Interior Wall Construction and Decoration Material Manufacturing. Dirt spots refer to localized dirt or contamination on the wall surface, often formed by the attachment of dust, grease stains, or other dark substances. Stains may show streaks from top to bottom. Prominent shadows indicate bumps protruding.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamic performance of the aircraft. 

Defect: Missing Head - this defect is characterized by the absence of a fastener or bolt head near the seams of the aircraft skin. It can result in visible holes or gaps in the structure, compromising the integrity and safety of the aircraft.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"2. Within the examination image of the steel pipe weld, various flaws are identified, including air-holes. Air-holes are defined as minuscule cavities located on the surface or within the steel tube, often originating from gas entrapment during the manufacturing process. These imperfections can compromise the strength of the material.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-center part of the image, spanning from .",CRITICAL
"1. In this image of inspecting a steel pipe weld, various defects are visible, with cracks being one of them. These linear flaws can occur either on the surface or within the material, typically stemming from stress concentration or residual stress encountered during the cooling phase.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-right part of the image, spanning from .",CRITICAL
"2. Within this image capturing the inspection of the steel pipe weld, one can observe defects such as air-holes. Air-holes, small voids found on the inner or outer surface of the steel tube, are commonly a byproduct of gas entrapment in the production process. These flaws may result in a decrease in the material's structural integrity.",CRITICAL
"Few hotspots detected, possibly isolated defects, but could still impact critical circuit regions. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm簡, which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamics of the aircraft. 

Defect: Missing Head - this refers to the absence of a fastener or bolt head in a specific area of the aircraft's skin. It can lead to structural vulnerabilities and potential misalignment of components, posing safety risks during flight.",CRITICAL
"3. Within the image capturing the inspection of the welded steel pipe, one can observe multiple defects, with cracks being a notable example. These cracks, which manifest as linear imperfections on the surface or within the material, are frequently linked to stress concentration or residual stress experienced during the cooling period.",CRITICAL
"This image of an aluminum sheet reveals the presence of distinct defects including a marker stain that disrupts the surface integrity, a pin hole compromising structural reliability, and a scratch marring the otherwise smooth finish.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-center part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the aircraft industry, the skin of an aircraft is the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective barrier and contributes to the aerodynamics of the aircraft. 

Defect: Missing Head - This refers to the absence of a fastener or bolt head on the aircraft's skin. The area around the screw hole may exhibit severe rough wear, likely caused by impacts or friction leading to the loss of the fastener head.",CRITICAL
"Structural Steel Automotive Mechanical Manufacturing. Rolled-in Scale is an unevenly distributed layer of pressed oxide skin on the surface, presenting a non-uniform concave-convex structure. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits a scale-like oxide skin with indentations.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers much of its wings and fuselage. It serves as a protective layer for the internal components of the aircraft. Missing Head: the absence of a fastener or bolt head, leaving a noticeable void in the screw hole. The surrounding surface appears smooth and undamaged, indicating the screw's absence.",CRITICAL
"Aircraft industry: In the manufacturing process, the skin of an aircraft refers to the outermost layer covering the structure. Cracks are visible breaks or fractures on the surface of the skin, indicating potential structural weaknesses or damage caused by external forces or stress. Cracks can vary in size and depth, and may compromise the integrity of the aircraft if not addressed promptly.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"5. Defects, including cracks, are visible in the image portraying the inspection of the steel pipe weld. These linear imperfections can be observed on the surface or within the material and are often the result of stress concentration or residual stress that arises during the cooling process.",CRITICAL
"The defect of missing on a printed circuit board (PCB) can manifest in various forms, such as missing components, missing traces, or missing solder mask. Missing components could be due to errors in the assembly process or incorrect placement during soldering. Missing traces may result from a manufacturing issue or a design flaw, leading to disrupted electrical connections. In the case of missing solder mask, the absence of protective coating could expose the PCB to potential short circuits or environmental damage. Identifying and addressing missing defects is crucial to ensure the functionality and reliability of the PCB in electronic devices.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the aircraft industry, the manufacturing process of the skin of an aircraft involves creating a protective outer layer for the aircraft's structure. However, a crack in the skin of an aircraft refers to a visible break or fracture on the surface, which can compromise the structural integrity of the aircraft and lead to potential safety hazards. The crack typically runs along the structure and may appear as a shallow fissure on the surface, requiring immediate attention and repair to ensure the safety and airworthiness of the aircraft.",CRITICAL
"In the aircraft industry, the skin of an aircraft is the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamic efficiency of the aircraft. 

Defect: Missing Head - This refers to the absence of a fastener or bolt head on the surface of the aircraft. The area around the screw hole may exhibit severe rough wear, likely caused by impacts or friction, resulting in the loss of the bolt head.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"This image displays an aluminum sheet marred by imperfections including a marker stain, pin hole, and scratch. The marker stain appears as a dark, discolored spot on the surface, the pin hole is a small puncture visible through the material, and the scratch manifests as a linear abrasion running across the sheet.",CRITICAL
"4. The defects observed in the inspection image of the steel pipe weld include cracks, which are linear imperfections that can be found on the material's surface or within it. These cracks are commonly a result of stress concentration or residual stresses from the cooling process.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"5. This image of inspecting the weld on a steel pipe reveals defects such as overlap, which is caused by the material folding or overlapping during forging or welding without proper fusion.",CRITICAL
"3. The inspection image of the weld on this steel pipe displays multiple flaws, with cracks being notably present. These linear defects can manifest either on the surface or within the material, often as a consequence of stress concentration or residual stress from the cooling process.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-center part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a small defect is located in the top-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers much of its wings and fuselage. It serves as a protective layer for the internal components and provides aerodynamic benefits. 

However, a common defect found in the skin of an aircraft is the missing head, which refers to the absence of a fastener or bolt head. This defect can be identified by the noticeable hole where the fastener should be, with the surrounding surface appearing smooth and undamaged despite the missing fastener.",CRITICAL
"Tiles are ceramic or porcelain pieces used for covering floors, walls, or other surfaces. They are durable and easy to clean, but may have slight color variations and irregularities in texture due to the manufacturing process.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"This baijiu industry (distilled spirits) picture captures a cap with a standard ""best before date"" coding, ensuring product freshness and quality control. The image also displays a defect of a misaligned tamper-evident ring, potentially compromising the security seal of the bottle.",CRITICAL
"4. The steel pipe weld inspection image reveals flaws, notably air-hole, which are small apertures present on the surface or within the steel tube. These apertures are typically a result of gas entrapment during production, leading to a reduction in the material's strength.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"This image showcases the surface of a gold-plated tungsten-copper alloy heat sink, exhibiting a sleek and reflective appearance. Upon closer inspection, tiny 'stain' defects are scattered across the surface, subtly marring its otherwise pristine finish.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"Structural Steel Automotive Mechanical Manufacturing. Inclusions are foreign particles or materials embedded on the surface, significantly different from the base material. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits several scattered dark streaks due to the mixing of slag, which are not prominently visible.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"3. In the steel pipe weld inspection image, observable defects like air-holes are shown, which are described as minuscule openings that can be found either on the surface or inside the tube and are commonly formed due to gas becoming trapped during the manufacturing process, consequently diminishing the material's overall strength.",CRITICAL
"In the aircraft industry, the manufacturing of the skin of an aircraft involves creating a protective outer layer that covers the aircraft's structure. Cracks in this skin refer to visible breaks or fractures on the surface, indicating potential structural weaknesses or damage. These cracks can appear as shallow fissures running along the aircraft's exterior, posing a risk to the overall integrity of the aircraft.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamic performance of the aircraft. 

Defect: Missing Head - this defect is characterized by the absence of a fastener or bolt head, with the surrounding surface showing severe rough wear. This could be a result of impacts or friction, leading to the loss of the bolt head.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that encompasses a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamics of the aircraft. 

However, a common defect found in the skin of an aircraft is the missing head, characterized by the absence of a fastener or bolt head. This defect is identifiable by the conspicuous hole where the screw is meant to be, with the surrounding surface appearing smooth and undamaged despite the missing screw.",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",CRITICAL
"Aircraft industry's aircraft skin. Crack: A crack is a visible break or fracture on the surface, indicating structural damage. Severe crack leading to a very large hole, caused by external force resulting in significant structural damage.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the top-right part of the image, spanning from .",CRITICAL
"In this image from the solar cell sector, we observe a polycrystalline solar cell exhibiting a crack alongside an inactive defect.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the top-center part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a small defect is located in the top-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",CRITICAL
"1. Defects, such as broken-arc, are visible in this steel pipe weld inspection image. Broken-arc refers to an interruption of the welding arc during the welding process, causing inconsistencies in the weld and reducing the strength of the joint.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the top-right part of the image, spanning from .",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",CRITICAL
